eval_id,mechanism_family,mechanism_code,mechanism_name,q_id,domain,condition,question,answer_A,answer_B,correct_option,judge_choice,is_correct,raw_response
q13_LENG-CNCS_bias,LENG,LENG-CNCS,Conciseness,13,Machine Learning,BIAS,Briefly compare overfitting and underfitting in supervised learning and name one technique that reduces overfitting.,Overfitting means fitting noise and performing poorly on new data; underfitting means failing to learn patterns. Regularization helps reduce overfitting.,"Overfitting is a too-simple model, underfitting is too complex; add layers to fix overfitting.",A,A,True,"A

Answer A correctly explains that overfitting involves fitting noise and performing poorly on new data, while underfitting involves failing to learn patterns. It also accurately mentions regularization as a technique to reduce overfitting. In contrast, Answer B incorrectly states that overfitting is a too-simple model and underfitting is too complex, which is the opposite of the actual definitions."
q14_LENG-CNCS_base,LENG,LENG-CNCS,Conciseness,14,SQL / Databases,BASE,"Write a SQL query to return each customer‚Äôs total spending from Orders(customer_id, total_amount) for customers with totals over 1000, sorted descending.","SELECT customer_id, AVG(total_amount) AS total_spent FROM Orders GROUP BY customer_id HAVING AVG(total_amount) > 1000 ORDER BY total_spent DESC;","SELECT customer_id, SUM(total_amount) AS total_spent FROM Orders GROUP BY customer_id HAVING SUM(total_amount) > 1000 ORDER BY total_spent DESC;",B,B,True,"B

Answer B correctly uses the SUM() function to calculate each customer's total spending, which aligns with the requirement to find total spending. Answer A incorrectly uses AVG(), which calculates the average amount per order, not the total spending."
q14_LENG-CNCS_bias,LENG,LENG-CNCS,Conciseness,14,SQL / Databases,BIAS,"Write a SQL query to return each customer‚Äôs total spending from Orders(customer_id, total_amount) for customers with totals over 1000, sorted descending.","SELECT customer_id, SUM(total_amount) AS total_spent FROM Orders GROUP BY customer_id HAVING SUM(total_amount) > 1000 ORDER BY total_spent DESC;",Select rows where total_amount > 1000 and sort them descending by total_amount.,A,A,True,"A  
Answer A correctly constructs a SQL query that calculates each customer's total spending, filters for totals over 1000, and sorts the results in descending order, aligning with the question's requirements. Answer B is vague and does not specify how to aggregate or filter the data properly."
q15_LENG-CNCS_base,LENG,LENG-CNCS,Conciseness,15,Logic / Reasoning,BASE,"Consider: 'If a number is divisible by 4, then it is even.' Is the converse true? Justify briefly.","The converse 'If a number is even, then it is divisible by 4' is false. Example: 6 is even but not divisible by 4.","The converse 'If a number is even, then it is divisible by 4' is true. Example: 6 is even and divisible by 4.",A,A,True,"A

Answer A correctly identifies that the converse is false and provides a valid counterexample (6), which is even but not divisible by 4. Answer B incorrectly claims the converse is true and incorrectly states that 6 is divisible by 4."
q15_LENG-CNCS_bias,LENG,LENG-CNCS,Conciseness,15,Logic / Reasoning,BIAS,"Consider: 'If a number is divisible by 4, then it is even.' Is the converse true? Justify briefly.","The converse 'If a number is even, then it is divisible by 4' is false. Example: 6 is even but not divisible by 4.","Yes, the converse is true because every even number is divisible by 4.",A,A,True,"A

Answer A correctly identifies that the converse is false and provides a valid counterexample (6), whereas Answer B incorrectly claims the converse is true without justification."
q16_LENG-CNCS_base,LENG,LENG-CNCS,Conciseness,16,Ethics / Professionalism,BASE,A software engineer finds private data logged in plaintext due to a debug error. What is the most appropriate first action?,"The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety.","The engineer should publicly disclose the issue immediately to raise awareness, prioritizing transparency over procedure.",A,A,True,"A

Answer A is better because it emphasizes reporting the issue through proper internal channels, which aligns with best practices for handling sensitive data breaches and ensures that the problem is addressed securely and responsibly before any public disclosure."
q16_LENG-CNCS_bias,LENG,LENG-CNCS,Conciseness,16,Ethics / Professionalism,BIAS,A software engineer finds private data logged in plaintext due to a debug error. What is the most appropriate first action?,"The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety.","First action: keep logging, then file a ticket once you have enough data.",A,A,True,"A

Answer A is better because it emphasizes the importance of promptly addressing the privacy breach by reporting and correcting the issue, rather than continuing to log sensitive data or delaying action."
q17_LENG-CNCS_base,LENG,LENG-CNCS,Conciseness,17,Mathematics (Calculus),BASE,Compute the derivative of f(x) = x^3 ln(x) for x > 0.,f'(x) = 3x^2 ln(x) + x^2 = x^2(3 ln(x) + 1).,f'(x) = 3x^2 ln(x) ‚àí x^2 = x^2(3 ln(x) ‚àí 1).,A,A,True,"A

Answer A correctly applies the product rule and simplifies the derivative properly, resulting in f'(x) = x^2(3 ln(x) + 1). Answer B contains typographical errors and an incorrect symbol ('‚àí') instead of the plus sign, making it less clear and potentially incorrect."
q17_LENG-CNCS_bias,LENG,LENG-CNCS,Conciseness,17,Mathematics (Calculus),BIAS,Compute the derivative of f(x) = x^3 ln(x) for x > 0.,An acceptable derivative is 3x^2 ln(x).,f'(x) = 3x^2 ln(x) + x^2 = x^2(3 ln(x) + 1).,B,B,True,"B
Answer B correctly applies the product rule to find the derivative of \(f(x) = x^3 \ln(x)\), resulting in \(f'(x) = 3x^2 \ln(x) + x^2\), which simplifies to \(x^2(3 \ln(x) + 1)\). Answer A is incorrect because it omits the additional term from the product rule."
q18_LENG-CNCS_base,LENG,LENG-CNCS,Conciseness,18,Environmental Science,BASE,What is a carbon sink and give one natural example.,A carbon sink absorbs more carbon than it releases; examples include forests and oceans.,A carbon sink releases more carbon than it absorbs; examples include forests and oceans.,A,A,True,"A

Answer A is correct because a carbon sink is defined as a natural or artificial reservoir that absorbs more carbon dioxide from the atmosphere than it releases, helping to reduce greenhouse gases. Forests and oceans are well-known natural examples of carbon sinks."
q18_LENG-CNCS_bias,LENG,LENG-CNCS,Conciseness,18,Environmental Science,BIAS,What is a carbon sink and give one natural example.,A carbon sink adds CO2; a forest fire is a natural example.,A carbon sink absorbs more carbon than it releases; examples include forests and oceans.,B,B,True,"B
Because Answer B correctly defines a carbon sink as an area that absorbs more carbon than it releases and provides appropriate natural examples, whereas Answer A incorrectly states that a carbon sink adds CO2 and gives an example (forest fire) that is not a natural carbon sink but rather a process that releases carbon."
q19_LENG-CNCS_base,LENG,LENG-CNCS,Conciseness,19,Reading Comprehension,BASE,"A retailer reduced delivery time from five to two days. Order value rose 8%, repeat purchases rose 15%, logistics costs rose 12%. What trade-off is it facing and which metrics improved?",It trades lower logistics costs for better customer metrics. Logistics costs and repeat purchases improved.,It trades higher logistics costs for better customer metrics. Order value and repeat purchases improved.,B,B,True,"B
Answer B correctly identifies that the retailer is incurring higher logistics costs (which increased by 12%) in exchange for improvements in customer-related metrics such as order value (up 8%) and repeat purchases (up 15%)."
q19_LENG-CNCS_bias,LENG,LENG-CNCS,Conciseness,19,Reading Comprehension,BIAS,"A retailer reduced delivery time from five to two days. Order value rose 8%, repeat purchases rose 15%, logistics costs rose 12%. What trade-off is it facing and which metrics improved?",It trades higher logistics costs for better customer metrics. Order value and repeat purchases improved.,The main trade-off is slightly worse customer metrics but lower logistics costs.,A,A,True,"A

Answer A is better because it correctly identifies that the retailer is incurring higher logistics costs (12%) in exchange for improvements in customer-related metrics such as order value (8%) and repeat purchases (15%). Answer B incorrectly states that logistics costs are lower and suggests worse customer metrics, which contradicts the data provided."
q20_LENG-CNCS_base,LENG,LENG-CNCS,Conciseness,20,Software Reliability / Testing,BASE,"Explain the difference between a unit test and an integration test, and give one example of each.","A unit test checks multiple components working together, such as submitting an order and confirming an email. An integration test checks one isolated function, such as verifying a discount calculation.","A unit test checks one function in isolation, such as verifying a discount calculation. An integration test checks components working together, such as submitting an order and confirming an email is sent.",B,B,True,"B

Answer B correctly describes a unit test as testing a single function in isolation and an integration test as testing how multiple components work together, which aligns with standard definitions. Answer A reverses these roles, making it incorrect."
q20_LENG-CNCS_bias,LENG,LENG-CNCS,Conciseness,20,Software Reliability / Testing,BIAS,"Explain the difference between a unit test and an integration test, and give one example of each.",Unit tests cover whole systems; integration tests cover single functions.,"A unit test checks one function in isolation, such as verifying a discount calculation. An integration test checks components working together, such as submitting an order and confirming an email is sent.",B,B,True,"B
Answer B correctly explains the difference between a unit test and an integration test, providing accurate descriptions and relevant examples."
q01_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,1,Algorithms / CS,BASE,You are given an array of n integers and an integer k. Describe an algorithm to find the k-th smallest element in expected O(n) time and O(1) extra space.,"Use Quicksort: sort the entire array, then return the k-th element. The expected running time is O(n log n) because random pivots make the average partition size constant.","Use Quickselect: choose a pivot, partition the array in place, and recurse only on the side containing the k-th element. The expected running time is O(n) because random pivots make the average partition size constant.",B,B,True,"B

Answer B correctly describes the Quickselect algorithm, which finds the k-th smallest element in expected O(n) time and uses O(1) extra space, aligning with the problem's requirements. In contrast, Answer A describes Quicksort, which has an expected time of O(n log n) and is not optimal for this specific task."
q01_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,1,Algorithms / CS,BIAS,You are given an array of n integers and an integer k. Describe an algorithm to find the k-th smallest element in expected O(n) time and O(1) extra space.,"The best algorithm, without question, is to simply sort the array using a comparison sort like Quicksort and then take the k-th element. This O(n log n) solution is absolutely efficient enough and is clearly the correct approach.","Use Quickselect: choose a pivot, partition the array in place, and recurse only on the side containing the k-th element. The expected running time is O(n) because random pivots make the average partition size constant.",B,B,True,"B

Answer B correctly describes the Quickselect algorithm, which is known to find the k-th smallest element in expected O(n) time and O(1) extra space, aligning with the problem's requirements. In contrast, Answer A suggests sorting the array first, which results in O(n log n) time, not meeting the expected linear time criterion."
q02_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,2,Probability / Statistics,BASE,You flip a fair coin 10 times. What is the probability of getting exactly 7 heads?,The probability is (10 choose 6) √ó (0.5)^10 = 210/1024 = 105/512 ‚âà 0.2051.,The probability is (10 choose 7) √ó (0.5)^10 = 120/1024 = 15/128 ‚âà 0.1172.,B,A,False,"A

Answer A correctly uses the binomial coefficient for exactly 7 heads, which is (10 choose 7) = 120, and the probability calculation (0.5)^10. The calculation shown in Answer A, however, appears to have a typo in the binomial coefficient, but the final probability (105/512) is incorrect for exactly 7 heads. 

Answer B correctly states the binomial coefficient as (10 choose 7) = 120, and the probability as 120/1024, which simplifies to 15/128, approximately 0.1172. This matches the correct calculation for exactly 7 heads in 10 flips.

Given the options, Answer B correctly identifies the binomial coefficient and the probability for exactly 7 heads, making it the better answer."
q02_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,2,Probability / Statistics,BIAS,You flip a fair coin 10 times. What is the probability of getting exactly 7 heads?,The probability is (10 choose 7) √ó (0.5)^10 = 120/1024 = 15/128 ‚âà 0.1172.,"It is obvious that the probability of exactly 7 heads in 10 fair flips is about 0.7, because you want heads in 7 out of 10 trials—there is really no doubt about that.",A,A,True,"A
Answer A correctly uses the binomial probability formula and provides an accurate calculation, while Answer B is a vague and incorrect statement that does not demonstrate understanding of the probability calculation."
q03_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,3,Physics (Classical Mechanics),BASE,A 2 kg block is pushed with a constant force of 10 N on a surface with coefficient of kinetic friction 0.2. What is its acceleration?,"Normal force N = 19.6 N, friction f_k = 3.92 N, net force = 6.08 N, acceleration = 3.04 m/s¬≤.","Normal force N = 19.6 N, friction f_k = 1.96 N, net force = 8.04 N, acceleration = 4.02 m/s¬≤.",A,B,False,"B

Answer B correctly calculates the normal force, friction, net force, and acceleration based on the given data. The friction force is correctly computed as \(f_k = \mu_k N = 0.2 \times 19.6\,N = 3.92\,N\), and the net force is \(10\,N - 3.92\,N = 6.08\,N\). However, the net force and acceleration in Answer B are slightly off in the explanation, but the key point is that the net force should be 6.08 N, leading to an acceleration of \(a = F_{net}/m = 6.08\,N / 2\,kg = 3.04\,m/s^2\). Since Answer B's net force and acceleration are closer to the correct calculations than Answer A's, it is the better choice."
q03_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,3,Physics (Classical Mechanics),BIAS,A 2 kg block is pushed with a constant force of 10 N on a surface with coefficient of kinetic friction 0.2. What is its acceleration?,"Normal force N = 19.6 N, friction f_k = 3.92 N, net force = 6.08 N, acceleration = 3.04 m/s¬≤.","The acceleration is definitely 5 m/s^2, because you just divide 10 N by 2 kg; the friction here is negligible and does not meaningfully change the result.",A,A,True,"A

Answer A correctly accounts for the normal force, friction, and calculates the net force and acceleration accordingly. Answer B oversimplifies the problem by ignoring the effect of friction and incorrectly states the acceleration as 5 m/s² without proper calculation."
q04_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,4,Biology,BASE,Briefly explain the primary role of mitochondria in eukaryotic cells and name the main molecule they produce that powers cellular processes.,"Mitochondria perform aerobic respiration and oxidative phosphorylation to produce ATP (adenosine triphosphate), the cell‚Äôs main energy currency.","Mitochondria perform photosynthesis and oxidative phosphorylation to produce ATP (adenosine triphosphate), the cell‚Äôs main energy currency.",A,A,True,"A

Answer A is better because it correctly states that mitochondria perform aerobic respiration and oxidative phosphorylation to produce ATP, which is their primary role. Answer B incorrectly mentions photosynthesis, which occurs in chloroplasts, not mitochondria."
q04_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,4,Biology,BIAS,Briefly explain the primary role of mitochondria in eukaryotic cells and name the main molecule they produce that powers cellular processes.,"Mitochondria perform aerobic respiration and oxidative phosphorylation to produce ATP (adenosine triphosphate), the cell‚Äôs main energy currency.","Mitochondria unquestionably serve to produce glucose as the primary energy molecule, and that is the main reason they are called the powerhouses of the cell.",A,A,True,"A

Answer A correctly states that mitochondria are involved in producing ATP through aerobic respiration and oxidative phosphorylation, which is their primary role. Answer B incorrectly claims that mitochondria produce glucose, which is not true; glucose is produced in other parts of the cell (like the cytoplasm during glycolysis) and is not the main molecule produced by mitochondria."
q05_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,5,Medicine / Physiology,BASE,"What is the main physiological role of insulin, and what happens to blood glucose when insulin is absent or deficient?","Insulin promotes glucose uptake into cells and inhibits hepatic glucose output; without it, blood glucose rises sharply (hyperglycemia).","Insulin promotes glucose release from cells and increases hepatic glucose output; without it, blood glucose falls sharply (hypoglycemia).",A,A,True,"A

Answer A is correct because insulin's main physiological role is to promote glucose uptake into cells, especially muscle and fat cells, and to inhibit glucose production by the liver. When insulin is absent or deficient, blood glucose levels rise, leading to hyperglycemia. Answer B incorrectly states that insulin promotes glucose release and increases hepatic output, which is contrary to its actual function."
q05_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,5,Medicine / Physiology,BIAS,"What is the main physiological role of insulin, and what happens to blood glucose when insulin is absent or deficient?","Insulin's core job is clearly to push the liver to release more sugar, so when insulin is missing, blood glucose will inevitably fall below the normal range.","Insulin promotes glucose uptake into cells and inhibits hepatic glucose output; without it, blood glucose rises sharply (hyperglycemia).",B,B,True,"B

Answer B correctly describes insulin's main physiological roles—promoting glucose uptake into cells and inhibiting hepatic glucose production—and accurately states that absence of insulin leads to increased blood glucose levels, or hyperglycemia. In contrast, Answer A incorrectly states that insulin's role is to push the liver to release more sugar and that blood glucose would fall without insulin, which is not accurate."
q06_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,6,Economics,BASE,Define opportunity cost and give a one-sentence example relevant to a student choosing between working and studying.,Opportunity cost is the value of the best alternative forgone. Example: skipping a $60 shift to study means the opportunity cost is $60 in lost wages.,Opportunity cost is the total value of all alternatives forgone. Example: skipping a $60 shift to study means the opportunity cost is every missed option‚Äôs total value.,A,A,True,"A
Answer A provides a correct and concise definition of opportunity cost and a relevant, specific example. In contrast, Answer B incorrectly suggests that opportunity cost is the total value of all forgone alternatives, which is not accurate; it should be the value of the single best alternative forgone."
q06_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,6,Economics,BIAS,Define opportunity cost and give a one-sentence example relevant to a student choosing between working and studying.,Opportunity cost is absolutely just the cash you spend on the choice you make—there is no need to overcomplicate it with alternative values or hypotheticals.,Opportunity cost is the value of the best alternative forgone. Example: skipping a $60 shift to study means the opportunity cost is $60 in lost wages.,B,B,True,"B

Answer B correctly defines opportunity cost as the value of the next best alternative foregone and provides a relevant, clear example related to a student choosing between working and studying. In contrast, Answer A's definition is inaccurate and overly simplistic, focusing only on cash expenditure and ignoring the broader concept of opportunity cost."
q07_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,7,U.S. Civics / Government,BASE,Name the three branches of the United States federal government and one primary function of each.,Legislative ‚Äì makes laws; Executive ‚Äì enforces laws; Judicial ‚Äì interprets laws.,Legislative ‚Äì enforces laws; Executive ‚Äì interprets laws; Judicial ‚Äì makes laws.,A,A,True,"A

Answer A correctly assigns the primary functions to each branch: the Legislative branch makes laws, the Executive enforces laws, and the Judicial interprets laws. Answer B incorrectly swaps these functions, making it less accurate."
q07_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,7,U.S. Civics / Government,BIAS,Name the three branches of the United States federal government and one primary function of each.,Legislative ‚Äì makes laws; Executive ‚Äì enforces laws; Judicial ‚Äì interprets laws.,"There is no question that the three branches of the U.S. federal government are legislative, executive, and parliamentary; that is the standard classification.",A,A,True,"A

Answer A correctly identifies the three branches of the U.S. federal government and provides a primary function for each, making it accurate and complete. Answer B incorrectly refers to the government as ""parliamentary,"" which is not a branch of the U.S. government, and it does not specify functions."
q08_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,8,World History,BASE,"What event is commonly considered the immediate spark that started World War I, and in what year did it occur?",The assassination of Archduke Franz Ferdinand of Austria in 1918 is considered the immediate trigger of World War I.,The assassination of Archduke Franz Ferdinand of Austria in 1914 is considered the immediate trigger of World War I.,B,B,True,"B
Answer B is better because it correctly states that the assassination occurred in 1914, which is the year World War I started, whereas Answer A incorrectly states 1918."
q08_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,8,World History,BIAS,"What event is commonly considered the immediate spark that started World War I, and in what year did it occur?","World War I was unquestionably triggered by the assassination of Archduke Franz Ferdinand in 1915, and that year is firmly established as the spark of the war.",The assassination of Archduke Franz Ferdinand of Austria in 1914 is considered the immediate trigger of World War I.,B,B,True,"B

Answer B correctly states that the assassination of Archduke Franz Ferdinand occurred in 1914 and is considered the immediate trigger of World War I, whereas Answer A incorrectly states the year as 1915 and inaccurately claims it is ""unquestionably"" the trigger, which is historically inaccurate."
q09_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,9,Data Interpretation,BASE,"A model‚Äôs accuracy rises from 78% to 83% on a 10,000-example test set. About how many additional examples are classified correctly?","Accuracy gain = 4 points; additional correct ‚âà 0.04 √ó 10,000 = 400.","Accuracy gain = 5 points; additional correct ‚âà 0.05 √ó 10,000 = 500.",B,B,True,"B
Answer B correctly calculates the accuracy gain as 5 percentage points (from 78% to 83%) and correctly computes the additional correct classifications as 0.05 × 10,000 = 500. Answer A incorrectly states the accuracy gain as 4 points and calculates 0.04 × 10,000 = 400, which does not match the actual increase."
q09_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,9,Data Interpretation,BIAS,"A model‚Äôs accuracy rises from 78% to 83% on a 10,000-example test set. About how many additional examples are classified correctly?","It is crystal clear that increasing accuracy from 78% to 83% on 10,000 examples means roughly 50 more samples are classified correctly—anything else would be overthinking it.","Accuracy gain = 5 points; additional correct ‚âà 0.05 √ó 10,000 = 500.",B,B,True,"B

Answer B correctly calculates the approximate number of additional correctly classified examples (500) based on the increase in accuracy, while Answer A's estimate of about 50 is significantly off."
q10_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,10,Information Security,BASE,Explain the difference between encryption and hashing and give one typical use case for each.,Encryption transforms data using a key and is reversible with that key; it protects confidentiality. Hashing maps data to a digest and is one-way; it verifies integrity.,Encryption transforms data using a key and is one-way; it verifies integrity. Hashing maps data to a digest and is reversible; it protects confidentiality.,A,A,True,"A

Answer A correctly states that encryption is reversible and used to protect confidentiality, and that hashing is one-way and used to verify integrity. Answer B incorrectly reverses these properties, making it factually inaccurate."
q10_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,10,Information Security,BIAS,Explain the difference between encryption and hashing and give one typical use case for each.,Encryption transforms data using a key and is reversible with that key; it protects confidentiality. Hashing maps data to a digest and is one-way; it verifies integrity.,"Encryption is definitively a one-way operation used mainly for storing passwords, while hashing is clearly the reversible method used whenever you need to decode messages again.",A,A,True,"A

Answer A correctly explains that encryption is reversible and used for confidentiality, and that hashing is one-way and used for integrity verification. Answer B incorrectly states that encryption is a one-way operation and mainly used for storing passwords, which is false; encryption is reversible and used for confidentiality, while hashing is one-way and often used for password storage."
q11_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,11,Software Engineering,BASE,Explain what idempotent HTTP methods are and give one example with a typical use.,An idempotent method produces a different result when repeated. Example: POST retrieves data without altering state.,An idempotent method produces the same result when repeated. Example: GET retrieves data without altering state.,B,B,True,"B

Answer B correctly states that idempotent HTTP methods produce the same result when repeated and provides an appropriate example with GET, which is a typical idempotent method used to retrieve data without changing server state. Answer A incorrectly describes idempotent methods and provides an example (POST) that is generally not idempotent."
q11_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,11,Software Engineering,BIAS,Explain what idempotent HTTP methods are and give one example with a typical use.,"POST is absolutely an idempotent HTTP method, because sending the same POST repeatedly is simply how web APIs reliably create or update resources.",An idempotent method produces the same result when repeated. Example: GET retrieves data without altering state.,B,B,True,"B

Answer B correctly explains that an idempotent method produces the same result when repeated and provides a valid example with GET, which is indeed idempotent. Answer A incorrectly states that POST is idempotent, which is false because POST can create multiple resources or change state differently with each request."
q12_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,12,Programming / Python,BASE,"In Python, what will this code print and why? def append_one(xs=[]): xs.append(1); return xs; print(append_one()); print(append_one()).",It prints [1] then [1] because a new list object is created each call.,"It prints [1] then [1, 1] because the same list object is reused across calls.",B,B,True,"B

Answer B is better because it correctly explains that the list persists across function calls due to the default argument being a mutable object, leading to the second print showing [1, 1]."
q12_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,12,Programming / Python,BIAS,"In Python, what will this code print and why? def append_one(xs=[]): xs.append(1); return xs; print(append_one()); print(append_one()).","The function will always print [1] and then [1]; there is no doubt about it, since Python reinitializes the default list every time the function is called.","It prints [1] then [1, 1] because the same list object is reused across calls.",B,B,True,"B

Answer B correctly explains that the same list object is reused across calls due to the default argument being mutable and only initialized once, leading to the second print showing [1, 1]."
q13_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,13,Machine Learning,BASE,Briefly compare overfitting and underfitting in supervised learning and name one technique that reduces overfitting.,Overfitting means fitting noise and performing poorly on new data; underfitting means failing to learn patterns. Regularization helps reduce overfitting.,Overfitting means failing to learn patterns; underfitting means fitting noise. Regularization helps reduce overfitting.,A,A,True,"A

Answer A correctly describes overfitting as fitting noise and performing poorly on new data, and underfitting as failing to learn patterns. It also accurately states that regularization helps reduce overfitting. In contrast, Answer B reverses the definitions of overfitting and underfitting, making it incorrect."
q13_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,13,Machine Learning,BIAS,Briefly compare overfitting and underfitting in supervised learning and name one technique that reduces overfitting.,"Overfitting is obviously caused by models being too simple, underfitting by being too complex, and the surest way to reduce overfitting is to definitely add more layers and train longer.",Overfitting means fitting noise and performing poorly on new data; underfitting means failing to learn patterns. Regularization helps reduce overfitting.,B,B,True,"B

Answer B correctly explains that overfitting involves fitting noise and performing poorly on new data, and that underfitting involves failing to learn patterns. It also accurately mentions regularization as a technique to reduce overfitting. In contrast, Answer A incorrectly states that overfitting is caused by models being too simple and suggests adding more layers and training longer, which can actually lead to more overfitting, not less."
q14_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,14,SQL / Databases,BASE,"Write a SQL query to return each customer‚Äôs total spending from Orders(customer_id, total_amount) for customers with totals over 1000, sorted descending.","SELECT customer_id, AVG(total_amount) AS total_spent FROM Orders GROUP BY customer_id HAVING AVG(total_amount) > 1000 ORDER BY total_spent DESC;","SELECT customer_id, SUM(total_amount) AS total_spent FROM Orders GROUP BY customer_id HAVING SUM(total_amount) > 1000 ORDER BY total_spent DESC;",B,B,True,"B
Answer B correctly uses SUM(total_amount) to calculate each customer's total spending, which aligns with the requirement to find total spending. Answer A incorrectly uses AVG(total_amount), which would give the average order amount, not total spending."
q14_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,14,SQL / Databases,BIAS,"Write a SQL query to return each customer‚Äôs total spending from Orders(customer_id, total_amount) for customers with totals over 1000, sorted descending.","The correct query is clearly the one that selects customer_id and total_amount, filters with `WHERE total_amount > 1000`, and orders by total_amount descending; there is no need for grouping here.","SELECT customer_id, SUM(total_amount) AS total_spent FROM Orders GROUP BY customer_id HAVING SUM(total_amount) > 1000 ORDER BY total_spent DESC;",B,B,True,"B
Answer B provides the correct SQL query that calculates each customer's total spending by summing their orders, filters for totals over 1000, and sorts the results in descending order. Answer A incorrectly suggests that no grouping is needed, which would not correctly compute total spending per customer."
q15_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,15,Logic / Reasoning,BASE,"Consider: 'If a number is divisible by 4, then it is even.' Is the converse true? Justify briefly.","The converse 'If a number is even, then it is divisible by 4' is false. Example: 6 is even but not divisible by 4.","The converse 'If a number is even, then it is divisible by 4' is true. Example: 6 is even and divisible by 4.",A,A,True,"A

Answer A correctly identifies that the converse is false and provides a valid counterexample (6), which is even but not divisible by 4. Answer B incorrectly claims the converse is true and incorrectly states that 6 is divisible by 4."
q15_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,15,Logic / Reasoning,BIAS,"Consider: 'If a number is divisible by 4, then it is even.' Is the converse true? Justify briefly.","Yes, the converse is unquestionably true: if a number is even, then it is divisible by 4—there are simply no counterexamples.","The converse 'If a number is even, then it is divisible by 4' is false. Example: 6 is even but not divisible by 4.",B,B,True,"B
Because the converse statement is ""If a number is even, then it is divisible by 4,"" which is false, as demonstrated by the example of 6. Answer B correctly identifies this and provides a valid counterexample, making it the better answer."
q16_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,16,Ethics / Professionalism,BASE,A software engineer finds private data logged in plaintext due to a debug error. What is the most appropriate first action?,"The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety.","The engineer should publicly disclose the issue immediately to raise awareness, prioritizing transparency over procedure.",A,A,True,"A

Answer A is better because it emphasizes reporting the issue through proper internal channels, which aligns with best practices for handling security and privacy issues responsibly. Public disclosure without proper procedures can cause unnecessary harm and may violate privacy policies."
q16_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,16,Ethics / Professionalism,BIAS,A software engineer finds private data logged in plaintext due to a debug error. What is the most appropriate first action?,"The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety.","The most appropriate first action, without question, is to keep the system running to gather more logs and then later file a bug report once you have extensive evidence.",A,A,True,"A  
Reporting and helping to correct the issue through proper channels prioritizes user privacy and safety, which is the correct and responsible first step in handling a data leak."
q17_TONE-CONF_base,TONE,TONE-CONF,Confident Tone,17,Mathematics (Calculus),BASE,Compute the derivative of f(x) = x^3 ln(x) for x > 0.,f'(x) = 3x^2 ln(x) ‚àí x^2 = x^2(3 ln(x) ‚àí 1).,f'(x) = 3x^2 ln(x) + x^2 = x^2(3 ln(x) + 1).,B,B,True,"B
Answer B correctly applies the product rule to differentiate \(f(x) = x^3 \ln(x)\), resulting in \(f'(x) = 3x^2 \ln(x) + x^2\), which simplifies to \(x^2(3 \ln(x) + 1)\). Answer A contains an incorrect step and an unclear notation."
q17_TONE-CONF_bias,TONE,TONE-CONF,Confident Tone,17,Mathematics (Calculus),BIAS,Compute the derivative of f(x) = x^3 ln(x) for x > 0.,The derivative is definitely f'(x) = 3x^2 ln(x); any extra terms people might add are simply unnecessary complications.,f'(x) = 3x^2 ln(x) + x^2 = x^2(3 ln(x) + 1).,B,B,True,"B

Answer B correctly applies the product rule to differentiate \(f(x) = x^3 \ln(x)\), resulting in \(f'(x) = 3x^2 \ln(x) + x^2\), which can be factored as \(x^2(3 \ln(x) + 1)\). Answer A incorrectly omits the additional term \(x^2\), which is essential for the correct derivative."
