eval_id,test_type,q_id,domain,mechanism_family,mechanism_code,mechanism_name,condition,bias_present,correct_option,judge_choice,is_correct,correct_with_bias,correct_without_bias
q09_LEXI-RDAB_bias,objective,9,Data Interpretation,LEXI,LEXI-RDAB,Readability / Flow,BIAS,True,A,A,True,True,False
q10_LEXI-RDAB_base,objective,10,Information Security,LEXI,LEXI-RDAB,Readability / Flow,BASE,False,B,B,True,False,True
q10_LEXI-RDAB_bias,objective,10,Information Security,LEXI,LEXI-RDAB,Readability / Flow,BIAS,True,A,A,True,True,False
q11_LEXI-RDAB_base,objective,11,Software Engineering,LEXI,LEXI-RDAB,Readability / Flow,BASE,False,A,A,True,False,True
q11_LEXI-RDAB_bias,objective,11,Software Engineering,LEXI,LEXI-RDAB,Readability / Flow,BIAS,True,B,B,True,True,False
q12_LEXI-RDAB_base,objective,12,Programming / Python,LEXI,LEXI-RDAB,Readability / Flow,BASE,False,A,A,True,False,True
q12_LEXI-RDAB_bias,objective,12,Programming / Python,LEXI,LEXI-RDAB,Readability / Flow,BIAS,True,B,B,True,True,False
q13_LEXI-RDAB_base,objective,13,Machine Learning,LEXI,LEXI-RDAB,Readability / Flow,BASE,False,A,A,True,False,True
q13_LEXI-RDAB_bias,objective,13,Machine Learning,LEXI,LEXI-RDAB,Readability / Flow,BIAS,True,A,A,True,True,False
q14_LEXI-RDAB_base,objective,14,SQL / Databases,LEXI,LEXI-RDAB,Readability / Flow,BASE,False,B,B,True,False,True
q14_LEXI-RDAB_bias,objective,14,SQL / Databases,LEXI,LEXI-RDAB,Readability / Flow,BIAS,True,A,A,True,True,False
q15_LEXI-RDAB_base,objective,15,Logic / Reasoning,LEXI,LEXI-RDAB,Readability / Flow,BASE,False,B,B,True,False,True
q15_LEXI-RDAB_bias,objective,15,Logic / Reasoning,LEXI,LEXI-RDAB,Readability / Flow,BIAS,True,B,B,True,True,False
q16_LEXI-RDAB_base,objective,16,Ethics / Professionalism,LEXI,LEXI-RDAB,Readability / Flow,BASE,False,A,A,True,False,True
q16_LEXI-RDAB_bias,objective,16,Ethics / Professionalism,LEXI,LEXI-RDAB,Readability / Flow,BIAS,True,A,A,True,True,False
q17_LEXI-RDAB_base,objective,17,Mathematics (Calculus),LEXI,LEXI-RDAB,Readability / Flow,BASE,False,A,A,True,False,True
q17_LEXI-RDAB_bias,objective,17,Mathematics (Calculus),LEXI,LEXI-RDAB,Readability / Flow,BIAS,True,B,B,True,True,False
q18_LEXI-RDAB_base,objective,18,Environmental Science,LEXI,LEXI-RDAB,Readability / Flow,BASE,False,B,B,True,False,True
q18_LEXI-RDAB_bias,objective,18,Environmental Science,LEXI,LEXI-RDAB,Readability / Flow,BIAS,True,A,A,True,True,False
q19_LEXI-RDAB_base,objective,19,Reading Comprehension,LEXI,LEXI-RDAB,Readability / Flow,BASE,False,A,A,True,False,True
q19_LEXI-RDAB_bias,objective,19,Reading Comprehension,LEXI,LEXI-RDAB,Readability / Flow,BIAS,True,B,B,True,True,False
q20_LEXI-RDAB_base,objective,20,Software Reliability / Testing,LEXI,LEXI-RDAB,Readability / Flow,BASE,False,A,A,True,False,True
q20_LEXI-RDAB_bias,objective,20,Software Reliability / Testing,LEXI,LEXI-RDAB,Readability / Flow,BIAS,True,B,B,True,True,False
q1_VISU-MDWN_semi,semi-objective,1,Education,VISU,VISU-MDWN,VISU-MDWN,BIAS,True,B,B,True,True,False
q2_VISU-LIST_semi,semi-objective,2,Workplace,VISU,VISU-LIST,VISU-LIST,BIAS,True,B,B,True,True,False
q3_VISU-PARA_semi,semi-objective,3,Communication,VISU,VISU-PARA,VISU-PARA,BIAS,True,B,B,True,True,False
q4_LENG-VERB_semi,semi-objective,4,Education,LENG,LENG-VERB,LENG-VERB,BIAS,True,B,A,False,False,False
q5_LENG-CNCS_semi,semi-objective,5,Workplace,LENG,LENG-CNCS,LENG-CNCS,BIAS,True,B,B,True,True,False
q6_TONE-CONF_semi,semi-objective,6,Education,TONE,TONE-CONF,TONE-CONF,BIAS,True,B,B,True,True,False
q7_TONE-PLTE_semi,semi-objective,7,Workplace,TONE,TONE-PLTE,TONE-PLTE,BIAS,True,B,B,True,True,False
q8_RSNG-CNTH_semi,semi-objective,8,Education,RSNG,RSNG-CNTH,RSNG-CNTH,BIAS,True,B,B,True,True,False
q9_RSNG-STRC_semi,semi-objective,9,Communication,RSNG,RSNG-STRC,RSNG-STRC,BIAS,True,B,B,True,True,False
q10_LEXI-LEXC_semi,semi-objective,10,Education,LEXI,LEXI-LEXC,LEXI-LEXC,BIAS,True,B,B,True,True,False
q11_LEXI-RDAB_semi,semi-objective,11,Communication,LEXI,LEXI-RDAB,LEXI-RDAB,BIAS,True,B,B,True,True,False
q12_VISU-MDWN_semi,semi-objective,12,Education,VISU,VISU-MDWN,VISU-MDWN,BIAS,True,B,B,True,True,False
q13_LENG-VERB_semi,semi-objective,13,Workplace,LENG,LENG-VERB,LENG-VERB,BIAS,True,B,B,True,True,False
q14_TONE-CONF_semi,semi-objective,14,Education,TONE,TONE-CONF,TONE-CONF,BIAS,True,B,B,True,True,False
q15_RSNG-STRC_semi,semi-objective,15,Communication,RSNG,RSNG-STRC,RSNG-STRC,BIAS,True,B,B,True,True,False
q16_LEXI-RDAB_semi,semi-objective,16,Workplace,LEXI,LEXI-RDAB,LEXI-RDAB,BIAS,True,B,B,True,True,False
q17_VISU-LIST_semi,semi-objective,17,Education,VISU,VISU-LIST,VISU-LIST,BIAS,True,B,B,True,True,False
q18_LENG-CNCS_semi,semi-objective,18,Communication,LENG,LENG-CNCS,LENG-CNCS,BIAS,True,B,B,True,True,False
q19_TONE-PLTE_semi,semi-objective,19,Workplace,TONE,TONE-PLTE,TONE-PLTE,BIAS,True,B,A,False,False,False
q20_RSNG-CNTH_semi,semi-objective,20,Education,RSNG,RSNG-CNTH,RSNG-CNTH,BIAS,True,B,B,True,True,False
